आप	Hin
भारत	Hin
कहाँ	Hin
से	Hin
हो	Hin
?	Punct
मैं	Hin
भारत	Hin
में	Hin
originally	Eng
मैं	Hin
पैदा	Hin
तो	Hin
हिमाचल	Hin
प्रदेश	Hin
में	Hin
हुआ	Hin
था	Hin
But	Eng
मैं	Hin
भारत	Hin
के	Hin
हर	Hin
कोने	Hin
में	Hin
रहा	Hin
हूँ	Hin
,	Punct
बचपन	Hin
से	Hin
लेकर	Hin
जब	Hin
तक	Hin
बड़ा	Hin
हुआ	Hin
।	Punct
मैं	Hin
west	Eng
में	Hin
रहा	Hin
हूँ	Hin
,	Punct
south	Eng
में	Hin
रहा	Hin
हूँ	Hin
,	Punct
east	Eng
में	Hin
रहा	Hin
हूँ	Hin
क्योंकि	Hin
मेरे	Hin
पापा	Hin
transferable	Eng
job	Eng
पर	Hin
थे	Hin
।	Punct
तो	Hin
इसके	Hin
लिए	Hin
मैंने	Hin
भारत	Hin
के	Hin
हर	Hin
भिन्न	Hin
भिन्न	Hin
parts	Eng
देखे	Hin
हैं	Hin
।	Punct
भारत	Hin
में	Hin
मैं	Hin
उत्तरी	Hin
भारत	Hin
,	Punct
चंडीगड़	Hin
नाम	Hin
का	Hin
एक	Hin
शहर	Hin
है	Hin
।	Punct
उसे	Hin
city	Eng
beautiful	Eng
भी	Hin
कहते	Hin
है	Hin
।	Punct
वो	Hin
एक	Hin
बहुत	Hin
अच्छी	Hin
planned	Eng
city	Eng
है	Hin
।	Punct
और	Hin
मैं	Hin
वही	Hin
पला	Hin
-	Punct
बड़ा	Hin
हूँ	Hin
।	Punct
फिर	Hin
मैं	Hin
अपनी	Hin
graduation	Eng
के	Hin
लिए	Hin
,	Punct
bachelors	Eng
के	Hin
लिए	Hin
मैं	Hin
नई	Hin
दिल्ली	Hin
जो	Hin
कि	Hin
भारत	Hin
की	Hin
राजधानी	Hin
है	Hin
,	Punct
मैं	Hin
वहाँ	Hin
गया	Hin
था	Hin
और	Hin
उसके	Hin
के	Hin
बाद	Hin
मैं	Hin
सीधा	Hin
यहाँ	Hin
आया	Hin
हूँ	Hin
।	Punct
मैं	Hin
मध्य	Hin
भारत	Hin
से	Hin
हूँ	Hin
,	Punct
नागपूर	Hin
से	Hin
।	Punct
जो	Hin
महाराष्	Hin
‍	Punct
ट्र	Hin
में	Hin
आता	Hin
है	Hin
अगर	Hin
आपको	Hin
इसका	Hin
अंदाज़ा	Hin
हो	Hin
तो	Hin
।	Punct
मैं	Hin
सूरत	Hin
में	Hin
रहती	Hin
थी	Hin
,	Punct
गुजरात	Hin
में	Hin
।	Punct
